HGNC ID	Approved symbol	Approved name	OMIM ID(supplied by OMIM)	MANE Select Ensembl transcript ID (supplied by NCBI)	MANE Select RefSeq transcript ID (supplied by NCBI)
HGNC:43570	USP32P1	ubiquitin specific peptidase 32 pseudogene 1			
HGNC:30751	USP32P2	ubiquitin specific peptidase 32 pseudogene 2			
HGNC:43576	USP32P3	ubiquitin specific peptidase 32 pseudogene 3			
HGNC:43577	USP32P4	ubiquitin specific peptidase 32 pseudogene 4			
HGNC:20059	USP33	ubiquitin specific peptidase 33	615146	ENST00000370794.7	NM_201624.3
HGNC:20066	USP34	ubiquitin specific peptidase 34	615295	ENST00000398571.7	NM_014709.4
HGNC:55262	USP34-DT	USP34 divergent transcript			
HGNC:20061	USP35	ubiquitin specific peptidase 35		ENST00000529308.6	NM_020798.4
HGNC:20062	USP36	ubiquitin specific peptidase 36	612543	ENST00000449938.7	NM_001385174.1
HGNC:20063	USP37	ubiquitin specific peptidase 37		ENST00000258399.8	NM_020935.3
HGNC:55020	USP37P1	USP37 pseudogene 1			
HGNC:20067	USP38	ubiquitin specific peptidase 38	618322	ENST00000307017.9	NM_032557.6
HGNC:55554	USP38-DT	USP38 divergent transcript			
HGNC:20071	USP39	ubiquitin specific peptidase 39	611594	ENST00000323701.11	NM_006590.4
HGNC:20069	USP40	ubiquitin specific peptidase 40	610570	ENST00000678225.2	NM_001365479.2
HGNC:20070	USP41	ubiquitin specific peptidase 41			
HGNC:20068	USP42	ubiquitin specific peptidase 42		ENST00000306177.10	NM_032172.3
HGNC:20072	USP43	ubiquitin specific peptidase 43		ENST00000285199.12	NM_153210.5
HGNC:20064	USP44	ubiquitin specific peptidase 44	610993	ENST00000258499.8	NM_032147.5
HGNC:20080	USP45	ubiquitin specific peptidase 45	618439	ENST00000500704.7	NM_001346022.3
HGNC:20075	USP46	ubiquitin specific peptidase 46	612849	ENST00000441222.8	NM_022832.4
HGNC:43991	USP46-DT	USP46 divergent transcript			
HGNC:20076	USP47	ubiquitin specific peptidase 47	614460	ENST00000527733.7	NM_001282659.2
HGNC:18533	USP48	ubiquitin specific peptidase 48	617445	ENST00000308271.14	NM_032236.8
HGNC:20078	USP49	ubiquitin specific peptidase 49		ENST00000682992.1	NM_001286554.2
HGNC:20079	USP50	ubiquitin specific peptidase 50		ENST00000532404.6	NM_203494.5
HGNC:23086	USP51	ubiquitin specific peptidase 51		ENST00000500968.4	NM_201286.4
HGNC:29255	USP53	ubiquitin specific peptidase 53	617431	ENST00000692078.1	NM_001371395.1
HGNC:23513	USP54	ubiquitin specific peptidase 54		ENST00000687698.1	NM_001391956.1
HGNC:20294	USPL1	ubiquitin specific peptidase like 1	617470	ENST00000255304.9	NM_005800.5
HGNC:17223	UST	uronyl 2-sulfotransferase	610752	ENST00000367463.5	NM_005715.3
HGNC:40802	UST-AS1	UST antisense RNA 1			
HGNC:40803	UST-AS2	UST antisense RNA 2			
HGNC:12634	UTF1	undifferentiated embryonic cell transcription factor 1	604130	ENST00000304477.3	NM_003577.3
HGNC:24477	UTP3	UTP3 small subunit processome component	611614	ENST00000254803.4	NM_020368.3
HGNC:1983	UTP4	UTP4 small subunit processome component	607456	ENST00000314423.12	NM_032830.3
HGNC:18279	UTP6	UTP6 small subunit processome component		ENST00000261708.9	NM_018428.3
HGNC:24329	UTP11	UTP11 small subunit processome component	609440	ENST00000373014.5	NM_016037.4
HGNC:10665	UTP14A	UTP14A small subunit processome component	300508	ENST00000394422.8	NM_006649.4
HGNC:20321	UTP14C	UTP14C small subunit processome component	608969	ENST00000521776.2	NM_021645.6
HGNC:25758	UTP15	UTP15 small subunit processome component	616194	ENST00000296792.9	NM_032175.4
HGNC:24274	UTP18	UTP18 small subunit processome component	612816	ENST00000225298.12	NM_016001.3
HGNC:17897	UTP20	UTP20 small subunit processome component	612822	ENST00000261637.5	NM_014503.3
HGNC:28224	UTP23	UTP23 small subunit processome component		ENST00000309822.7	NM_032334.3
HGNC:28440	UTP25	UTP25 small subunit processome component	619663	ENST00000491415.7	NM_014388.7
HGNC:12635	UTRN	utrophin	128240	ENST00000367545.8	NM_007124.3
HGNC:12636	UTS2	urotensin 2	604097	ENST00000361696.10	NM_006786.4
HGNC:30894	UTS2B	urotensin 2B	618134	ENST00000340524.10	NM_198152.5
HGNC:4468	UTS2R	urotensin 2 receptor	600896	ENST00000313135.5	NM_018949.3
HGNC:12638	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	400009	ENST00000545955.6	NM_001258249.2
HGNC:12639	UVO	symbol withdrawn, see [HGNC:1748](/data/gene-symbol-report/#!/hgnc_id/HGNC:1748)			
HGNC:12640	UVRAG	UV radiation resistance associated	602493	ENST00000356136.8	NM_003369.4
HGNC:53952	UVRAG-DT	UVRAG divergent transcript			
HGNC:29304	UVSSA	UV stimulated scaffold protein A	614632	ENST00000389851.10	NM_020894.4
HGNC:17729	UXS1	UDP-glucuronate decarboxylase 1	609749	ENST00000283148.12	NM_001253875.2
HGNC:12641	UXT	ubiquitously expressed prefoldin like chaperone	300234	ENST00000335890.3	NM_153477.3
HGNC:49239	UXT-AS1	UXT antisense RNA 1			
HGNC:25507	VAC14	VAC14 component of PIKFYVE complex	604632	ENST00000261776.10	NM_018052.5
HGNC:48605	VAC14-AS1	VAC14 antisense RNA 1			
HGNC:12642	VAMP1	vesicle associated membrane protein 1	185880	ENST00000396308.4	NM_014231.5
HGNC:12643	VAMP2	vesicle associated membrane protein 2	185881	ENST00000316509.11	NM_014232.3
HGNC:12644	VAMP3	vesicle associated membrane protein 3	603657	ENST00000054666.11	NM_004781.4
HGNC:12645	VAMP4	vesicle associated membrane protein 4	606909	ENST00000236192.12	NM_003762.5
HGNC:12646	VAMP5	vesicle associated membrane protein 5	607029	ENST00000306384.5	NM_006634.3
HGNC:11486	VAMP7	vesicle associated membrane protein 7	300053	ENST00000286448.12	NM_005638.6
HGNC:12647	VAMP8	vesicle associated membrane protein 8	603177	ENST00000263864.10	NM_003761.5
HGNC:53817	VAMP9P	vesicle associated membrane protein 9, pseudogene			
HGNC:15512	VANGL1	VANGL planar cell polarity protein 1	610132	ENST00000355485.7	NM_138959.3
HGNC:15511	VANGL2	VANGL planar cell polarity protein 2	600533	ENST00000368061.3	NM_020335.3
HGNC:12648	VAPA	VAMP associated protein A	605703	ENST00000400000.7	NM_194434.3
HGNC:12649	VAPB	VAMP associated protein B and C	605704	ENST00000475243.6	NM_004738.5
HGNC:12651	VARS1	valyl-tRNA synthetase 1	192150	ENST00000375663.8	NM_006295.3
HGNC:21642	VARS2	valyl-tRNA synthetase 2, mitochondrial	612802	ENST00000676266.1	NM_020442.6
HGNC:19964	VASH1	vasohibin 1	609011	ENST00000167106.9	NM_014909.5
HGNC:53215	VASH1-AS1	VASH1 antisense RNA 1			
HGNC:55446	VASH1-DT	VASH1 divergent transcript			
HGNC:25723	VASH2	vasohibin 2	610471	ENST00000517399.3	NM_001301056.2
HGNC:18517	VASN	vasorin	608843	ENST00000304735.4	NM_138440.3
HGNC:12652	VASP	vasodilator stimulated phosphoprotein	601703	ENST00000245932.11	NM_003370.4
HGNC:12653	VAT1	symbol withdrawn, see [HGNC:10934](/data/gene-symbol-report/#!/hgnc_id/HGNC:10934)			
HGNC:16919	VAT1	vesicle amine transport 1	604631	ENST00000355653.8	NM_006373.4
HGNC:29315	VAT1L	vesicle amine transport 1 like		ENST00000302536.3	NM_020927.3
HGNC:12657	VAV1	vav guanine nucleotide exchange factor 1	164875	ENST00000602142.6	NM_005428.4
HGNC:12658	VAV2	vav guanine nucleotide exchange factor 2	600428	ENST00000371850.8	NM_001134398.2
HGNC:12659	VAV3	vav guanine nucleotide exchange factor 3	605541	ENST00000370056.9	NM_006113.5
HGNC:40608	VAV3-AS1	VAV3 antisense RNA 1			
HGNC:12660	VAX1	ventral anterior homeobox 1	604294	ENST00000369206.6	NM_001112704.2
HGNC:12661	VAX2	ventral anterior homeobox 2	604295	ENST00000234392.3	NM_012476.3
HGNC:12662	VBP1	VHL binding protein 1	300133	ENST00000286428.7	NM_003372.7
HGNC:12663	VCAM1	vascular cell adhesion molecule 1	192225	ENST00000294728.7	NM_001078.4
HGNC:2464	VCAN	versican	118661	ENST00000265077.8	NM_004385.5
HGNC:40163	VCAN-AS1	VCAN antisense RNA 1			
HGNC:12664	VCF	symbol withdrawn, see [HGNC:11592](/data/gene-symbol-report/#!/hgnc_id/HGNC:11592)			
HGNC:12665	VCL	vinculin	193065	ENST00000211998.10	NM_014000.3
HGNC:12666	VCP	valosin containing protein	601023	ENST00000358901.11	NM_007126.5
HGNC:30897	VCPIP1	valosin containing protein interacting protein 1	611745	ENST00000310421.5	NM_025054.5
HGNC:20352	VCPKMT	valosin containing protein lysine methyltransferase	615260	ENST00000395860.7	NM_024558.3
HGNC:12667	VCX	variable charge X-linked	300229	ENST00000688183.1	NM_001393662.1
HGNC:18158	VCX2	variable charge X-linked 2	300532	ENST00000317103.5	NM_016378.3
HGNC:18159	VCX3A	variable charge X-linked 3A	300533	ENST00000381089.7	NM_016379.4
HGNC:31838	VCX3B	variable charge X-linked 3B	300981	ENST00000381032.6	NM_001001888.4
HGNC:12668	VCY	variable charge Y-linked	400012	ENST00000250825.5	NM_004679.4
HGNC:31751	VCY1B	variable charge Y-linked 1B	400050	ENST00000250823.5	NM_181880.2
HGNC:12669	VDAC1	voltage dependent anion channel 1	604492	ENST00000265333.8	NM_003374.3
HGNC:12671	VDAC1P1	voltage dependent anion channel 1 pseudogene 1			
HGNC:12670	VDAC1P2	voltage dependent anion channel 1 pseudogene 2			
HGNC:37478	VDAC1P3	voltage dependent anion channel 1 pseudogene 3			
HGNC:12675	VDAC1P4	voltage dependent anion channel 1 pseudogene 4	610030		
HGNC:12676	VDAC1P5	voltage dependent anion channel 1 pseudogene 5			
HGNC:37481	VDAC1P6	voltage dependent anion channel 1 pseudogene 6			
HGNC:37482	VDAC1P7	voltage dependent anion channel 1 pseudogene 7			
HGNC:37483	VDAC1P8	voltage dependent anion channel 1 pseudogene 8			
HGNC:37484	VDAC1P9	voltage dependent anion channel 1 pseudogene 9			
HGNC:37479	VDAC1P10	voltage dependent anion channel 1 pseudogene 10			
HGNC:37480	VDAC1P11	voltage dependent anion channel 1 pseudogene 11			
HGNC:39680	VDAC1P12	voltage dependent anion channel 1 pseudogene 12			
HGNC:50515	VDAC1P13	voltage dependent anion channel 1 pseudogene 13			
HGNC:12672	VDAC2	voltage dependent anion channel 2	193245	ENST00000332211.11	NM_001391963.1
HGNC:12673	VDAC2P1	VDAC2 pseudogene 1			
HGNC:32693	VDAC2P2	VDAC2 pseudogene 2			
HGNC:51931	VDAC2P3	VDAC2 pseudogene 3			
HGNC:51932	VDAC2P4	VDAC2 pseudogene 4			
HGNC:54753	VDAC2P5	VDAC2 pseudogene 5			
HGNC:12674	VDAC3	voltage dependent anion channel 3	610029	ENST00000022615.9	NM_005662.7
HGNC:20722	VDAC3P1	voltage dependent anion channel 3 pseudogene 1			
HGNC:12677	VDD1	symbol withdrawn, see [HGNC:2606](/data/gene-symbol-report/#!/hgnc_id/HGNC:2606)			
HGNC:12678	VDI	vesicular stomatitis virus defective interfering particle suppression			
HGNC:12679	VDR	vitamin D receptor	601769	ENST00000549336.6	NM_000376.3
HGNC:12680	VEGFA	vascular endothelial growth factor A	192240	ENST00000672860.3	NM_003376.6
HGNC:12681	VEGFB	vascular endothelial growth factor B	601398	ENST00000309422.7	NM_003377.5
HGNC:12682	VEGFC	vascular endothelial growth factor C	601528	ENST00000618562.2	NM_005429.5
HGNC:3708	VEGFD	vascular endothelial growth factor D	300091	ENST00000297904.4	NM_004469.5
HGNC:13639	VENTX	VENT homeobox	607158	ENST00000325980.10	NM_014468.4
HGNC:30900	VENTXP1	VENT homeobox pseudogene 1			
HGNC:30901	VENTXP2	VENT homeobox pseudogene 2			
HGNC:30902	VENTXP3	VENT homeobox pseudogene 3			
HGNC:30903	VENTXP4	VENT homeobox pseudogene 4			
HGNC:32214	VENTXP5	VENT homeobox pseudogene 5			
HGNC:32216	VENTXP6	VENT homeobox pseudogene 6			
HGNC:13638	VENTXP7	VENT homeobox pseudogene 7			
HGNC:54910	VENTXP8	VENTX pseudogene 8			
HGNC:25735	VEPH1	ventricular zone expressed PH domain containing 1	609594	ENST00000362010.7	NM_001167912.2
HGNC:12949	VEZF1	vascular endothelial zinc finger 1	606747	ENST00000581208.2	NM_007146.3
HGNC:32320	VEZF1P1	vascular endothelial zinc finger 1 pseudogene 1			
HGNC:18258	VEZT	vezatin, adherens junctions transmembrane protein	619749	ENST00000436874.6	NM_017599.4
HGNC:54949	VEZTP1	VEZT pseudogene 1			
HGNC:12684	VGF	VGF nerve growth factor inducible	602186	ENST00000249330.3	NM_003378.4
HGNC:12685	VGL	symbol withdrawn, see [HGNC:4857](/data/gene-symbol-report/#!/hgnc_id/HGNC:4857)			
HGNC:20985	VGLL1	vestigial like family member 1	300583	ENST00000370634.8	NM_016267.4
HGNC:20232	VGLL2	vestigial like family member 2	609979	ENST00000326274.6	NM_182645.3
HGNC:24327	VGLL3	vestigial like family member 3	609980	ENST00000398399.7	NM_016206.4
HGNC:28966	VGLL4	vestigial like family member 4	618692	ENST00000430365.7	NM_001128219.3
HGNC:12686	VGR	symbol withdrawn, see [HGNC:1073](/data/gene-symbol-report/#!/hgnc_id/HGNC:1073)			
HGNC:12687	VHL	von Hippel-Lindau tumor suppressor	608537	ENST00000256474.3	NM_000551.4
HGNC:30666	VHLL	VHL like	619650	ENST00000339922.5	NM_001004319.3
HGNC:12688	VHLP	symbol withdrawn, see [HGNC:30666](/data/gene-symbol-report/#!/hgnc_id/HGNC:30666)			
HGNC:12689	VHR	symbol withdrawn, see [HGNC:3069](/data/gene-symbol-report/#!/hgnc_id/HGNC:3069)			
HGNC:15800	VIAAT	symbol withdrawn, see [HGNC:11018](/data/gene-symbol-report/#!/hgnc_id/HGNC:11018)			
HGNC:12690	VIL1	villin 1	193040	ENST00000248444.10	NM_007127.3
HGNC:30906	VILL	villin like	619666	ENST00000383759.7	NM_015873.4
HGNC:12692	VIM	vimentin	193060	ENST00000544301.7	NM_003380.5
HGNC:44879	VIM-AS1	VIM antisense RNA 1			
HGNC:43891	VIM2P	vimentin 2, pseudogene			
HGNC:53736	VINAC1P	vinculin/alpha-catenin family member 1, pseudogene			
HGNC:12693	VIP	vasoactive intestinal peptide	192320	ENST00000367244.8	NM_003381.4
HGNC:20347	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	613401	ENST00000557658.6	NM_001193315.2
HGNC:12694	VIPR1	vasoactive intestinal peptide receptor 1	192321	ENST00000325123.5	NM_004624.4
HGNC:40610	VIPR1-AS1	VIPR1 antisense RNA 1			
HGNC:12695	VIPR2	vasoactive intestinal peptide receptor 2	601970	ENST00000262178.7	NM_003382.5
HGNC:24500	VIRMA	vir like m6A methyltransferase associated	616447	ENST00000297591.10	NM_015496.5
HGNC:55531	VIRMA-DT	VIRMA divergent transcript			
HGNC:12696	VIS1	viral integration site 1	164755		
HGNC:12697	VIT	vitrin	617693	ENST00000379242.8	NM_053276.4
HGNC:21491	VKCFD2	symbol withdrawn, see [HGNC:23663](/data/gene-symbol-report/#!/hgnc_id/HGNC:23663)			
HGNC:23663	VKORC1	vitamin K epoxide reductase complex subunit 1	608547	ENST00000394975.3	NM_024006.6
HGNC:21492	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1	608838	ENST00000360768.5	NM_173517.6
HGNC:33182	VKORC1P1	VKORC1 pseudogene 1			
HGNC:33183	VKORC1P2	VKORC1 pseudogene 2			
HGNC:12698	VLDLR	very low density lipoprotein receptor	192977	ENST00000382100.8	NM_003383.5
HGNC:49621	VLDLR-AS1	VLDLR antisense RNA 1			
HGNC:22082	VMA21	vacuolar ATPase assembly factor VMA21	300913	ENST00000330374.7	NM_001017980.4
HGNC:33803	VMAC	vimentin type intermediate filament associated coiled-coil protein	617204	ENST00000339485.4	NM_001017921.4
HGNC:12699	VMAT1	symbol withdrawn, see [HGNC:10934](/data/gene-symbol-report/#!/hgnc_id/HGNC:10934)			
HGNC:12700	VMAT2	symbol withdrawn, see [HGNC:10935](/data/gene-symbol-report/#!/hgnc_id/HGNC:10935)			
HGNC:12701	VMCM	symbol withdrawn, see [HGNC:11724](/data/gene-symbol-report/#!/hgnc_id/HGNC:11724)			
HGNC:12702	VMD1	vitelliform macular dystrophy, atypical			
HGNC:12704	VMGLOM	symbol withdrawn, see [HGNC:14373](/data/gene-symbol-report/#!/hgnc_id/HGNC:14373)			
HGNC:30387	VMO1	vitelline membrane outer layer 1 homolog		ENST00000328739.6	NM_182566.3
HGNC:29559	VMP1	vacuole membrane protein 1	611753	ENST00000262291.9	NM_030938.5
HGNC:13548	VN1R1	vomeronasal 1 receptor 1	605234	ENST00000321039.5	NM_020633.4
HGNC:19872	VN1R2	vomeronasal 1 receptor 2		ENST00000341702.3	NM_173856.2
HGNC:19867	VN1R3	vomeronasal 1 receptor 3			
HGNC:19871	VN1R4	vomeronasal 1 receptor 4			
HGNC:19870	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)			
HGNC:13712	VN1R6P	vomeronasal 1 receptor 6, pseudogene			
HGNC:8496	VN1R7P	vomeronasal 1 receptor 7 pseudogene			
HGNC:8497	VN1R8P	vomeronasal 1 receptor 8 pseudogene			
HGNC:20257	VN1R9P	vomeronasal 1 receptor 9 pseudogene			
HGNC:13550	VN1R10P	vomeronasal 1 receptor 10 pseudogene			
HGNC:13551	VN1R11P	vomeronasal 1 receptor 11, pseudogene			
HGNC:18722	VN1R12P	vomeronasal 1 receptor 12, pseudogene			
HGNC:18723	VN1R13P	vomeronasal 1 receptor 13 pseudogene			
HGNC:18721	VN1R14P	vomeronasal 1 receptor 14 pseudogene			
HGNC:37327	VN1R15P	vomeronasal 1 receptor 15 pseudogene			
HGNC:37330	VN1R16P	vomeronasal 1 receptor 16 pseudogene			
HGNC:37331	VN1R17P	vomeronasal 1 receptor 17 pseudogene			
HGNC:37334	VN1R18P	vomeronasal 1 receptor 18 pseudogene			
HGNC:37328	VN1R19P	vomeronasal 1 receptor 19 pseudogene			
HGNC:37335	VN1R20P	vomeronasal 1 receptor 20 pseudogene			
HGNC:37336	VN1R21P	vomeronasal 1 receptor 21 pseudogene			
HGNC:37337	VN1R22P	vomeronasal 1 receptor 22 pseudogene			
HGNC:37338	VN1R23P	vomeronasal 1 receptor 23 pseudogene			
HGNC:37344	VN1R24P	vomeronasal 1 receptor 24 pseudogene			
HGNC:37345	VN1R25P	vomeronasal 1 receptor 25 pseudogene			
HGNC:37346	VN1R26P	vomeronasal 1 receptor 26 pseudogene			
HGNC:37347	VN1R27P	vomeronasal 1 receptor 27 pseudogene			
HGNC:37348	VN1R28P	vomeronasal 1 receptor 28 pseudogene			
HGNC:37349	VN1R29P	vomeronasal 1 receptor 29 pseudogene			
HGNC:37350	VN1R30P	vomeronasal 1 receptor 30 pseudogene			
HGNC:37351	VN1R31P	vomeronasal 1 receptor 31 pseudogene			
HGNC:37352	VN1R32P	vomeronasal 1 receptor 32 pseudogene			
HGNC:37353	VN1R33P	vomeronasal 1 receptor 33 pseudogene			
HGNC:37354	VN1R34P	vomeronasal 1 receptor 34 pseudogene			
HGNC:37355	VN1R35P	vomeronasal 1 receptor 35 pseudogene			
HGNC:37356	VN1R36P	vomeronasal 1 receptor 36 pseudogene			
HGNC:37357	VN1R37P	vomeronasal 1 receptor 37 pseudogene			
HGNC:37358	VN1R38P	vomeronasal 1 receptor 38 pseudogene			
HGNC:37359	VN1R39P	vomeronasal 1 receptor 39 pseudogene			
HGNC:37360	VN1R40P	vomeronasal 1 receptor 40 pseudogene			
HGNC:37361	VN1R41P	vomeronasal 1 receptor 41 pseudogene			
HGNC:37362	VN1R42P	vomeronasal 1 receptor 42 pseudogene			
HGNC:37363	VN1R43P	vomeronasal 1 receptor 43 pseudogene			
HGNC:37364	VN1R44P	vomeronasal 1 receptor 44 pseudogene			
HGNC:37365	VN1R45P	vomeronasal 1 receptor 45 pseudogene			
HGNC:37366	VN1R46P	vomeronasal 1 receptor 46 pseudogene			
HGNC:37367	VN1R47P	vomeronasal 1 receptor 47 pseudogene			
HGNC:37368	VN1R48P	vomeronasal 1 receptor 48 pseudogene			
HGNC:37369	VN1R49P	vomeronasal 1 receptor 49 pseudogene			
HGNC:37370	VN1R50P	symbol withdrawn, see [HGNC:37369](/data/gene-symbol-report/#!/hgnc_id/HGNC:37369)			
HGNC:37371	VN1R51P	vomeronasal 1 receptor 51 pseudogene			
HGNC:37372	VN1R52P	vomeronasal 1 receptor 52 pseudogene			
HGNC:37373	VN1R53P	vomeronasal 1 receptor 53 pseudogene			
HGNC:37374	VN1R54P	vomeronasal 1 receptor 54 pseudogene			
HGNC:37375	VN1R55P	vomeronasal 1 receptor 55 pseudogene			
HGNC:37376	VN1R56P	vomeronasal 1 receptor 56 pseudogene			
HGNC:37377	VN1R57P	vomeronasal 1 receptor 57 pseudogene			
HGNC:37378	VN1R58P	vomeronasal 1 receptor 58 pseudogene			
HGNC:37379	VN1R59P	vomeronasal 1 receptor 59 pseudogene			
HGNC:37380	VN1R60P	vomeronasal 1 receptor 60 pseudogene			
HGNC:37381	VN1R61P	vomeronasal 1 receptor 61 pseudogene			
HGNC:37382	VN1R62P	vomeronasal 1 receptor 62 pseudogene			
HGNC:37383	VN1R63P	vomeronasal 1 receptor 63 pseudogene			
HGNC:37384	VN1R64P	vomeronasal 1 receptor 64 pseudogene			
HGNC:37385	VN1R65P	vomeronasal 1 receptor 65 pseudogene			
HGNC:37386	VN1R66P	vomeronasal 1 receptor 66 pseudogene			
HGNC:37387	VN1R67P	vomeronasal 1 receptor 67 pseudogene			
HGNC:37389	VN1R68P	vomeronasal 1 receptor 68 pseudogene			
HGNC:37390	VN1R69P	vomeronasal 1 receptor 69 pseudogene			
HGNC:37391	VN1R70P	vomeronasal 1 receptor 70 pseudogene			
HGNC:37392	VN1R71P	vomeronasal 1 receptor 71 pseudogene			
HGNC:37393	VN1R72P	vomeronasal 1 receptor 72 pseudogene			
HGNC:37394	VN1R73P	vomeronasal 1 receptor 73 pseudogene			
HGNC:37395	VN1R74P	vomeronasal 1 receptor 74 pseudogene			
HGNC:37396	VN1R75P	vomeronasal 1 receptor 75 pseudogene			
HGNC:37397	VN1R76P	vomeronasal 1 receptor 76 pseudogene			
HGNC:37398	VN1R77P	vomeronasal 1 receptor 77 pseudogene			
HGNC:37399	VN1R78P	vomeronasal 1 receptor 78 pseudogene			
HGNC:37400	VN1R79P	vomeronasal 1 receptor 79 pseudogene			
HGNC:37329	VN1R80P	vomeronasal 1 receptor 80 pseudogene			
HGNC:37401	VN1R81P	vomeronasal 1 receptor 81 pseudogene			
HGNC:37402	VN1R82P	vomeronasal 1 receptor 82 pseudogene			
HGNC:37403	VN1R83P	vomeronasal 1 receptor 83 pseudogene			
HGNC:37404	VN1R84P	vomeronasal 1 receptor 84 pseudogene			
HGNC:37405	VN1R85P	vomeronasal 1 receptor 85 pseudogene			
HGNC:37406	VN1R86P	vomeronasal 1 receptor 86 pseudogene			
HGNC:37407	VN1R87P	vomeronasal 1 receptor 87 pseudogene			
HGNC:37408	VN1R88P	vomeronasal 1 receptor 88 pseudogene			
HGNC:37409	VN1R89P	vomeronasal 1 receptor 89 pseudogene			
HGNC:37410	VN1R90P	vomeronasal 1 receptor 90 pseudogene			
HGNC:37411	VN1R91P	vomeronasal 1 receptor 91 pseudogene			
HGNC:37412	VN1R92P	vomeronasal 1 receptor 92 pseudogene			
HGNC:37413	VN1R93P	vomeronasal 1 receptor 93 pseudogene			
HGNC:37414	VN1R94P	vomeronasal 1 receptor 94 pseudogene			
HGNC:37415	VN1R95P	vomeronasal 1 receptor 95 pseudogene			
HGNC:37416	VN1R96P	vomeronasal 1 receptor 96 pseudogene			
HGNC:37417	VN1R97P	vomeronasal 1 receptor 97 pseudogene			
HGNC:37418	VN1R98P	vomeronasal 1 receptor 98 pseudogene			
HGNC:37419	VN1R99P	vomeronasal 1 receptor 99 pseudogene			
HGNC:37420	VN1R100P	vomeronasal 1 receptor 100 pseudogene			
HGNC:37424	VN1R101P	vomeronasal 1 receptor 101 pseudogene			
HGNC:37425	VN1R102P	vomeronasal 1 receptor 102 pseudogene			
HGNC:37426	VN1R103P	vomeronasal 1 receptor 103 pseudogene			
HGNC:37427	VN1R104P	vomeronasal 1 receptor 104 pseudogene			
HGNC:37428	VN1R105P	vomeronasal 1 receptor 105 pseudogene			
HGNC:37429	VN1R106P	vomeronasal 1 receptor 106 pseudogene			
HGNC:37431	VN1R107P	vomeronasal 1 receptor 107 pseudogene			
HGNC:37432	VN1R108P	vomeronasal 1 receptor 108 pseudogene			
HGNC:37434	VN1R109P	vomeronasal 1 receptor 109 pseudogene			
HGNC:37438	VN1R110P	vomeronasal 1 receptor 110 pseudogene			
HGNC:37332	VN1R111P	vomeronasal 1 receptor 111 pseudogene			
HGNC:37437	VN1R112P	vomeronasal 1 receptor 112 pseudogene			
HGNC:30344	VN2R1P	vomeronasal 2 receptor 1 pseudogene			
HGNC:33208	VN2R2P	vomeronasal 2 receptor 2 pseudogene			
HGNC:33209	VN2R3P	vomeronasal 2 receptor 3, pseudogene			
HGNC:33210	VN2R4P	symbol withdrawn, see [HGNC:33209](/data/gene-symbol-report/#!/hgnc_id/HGNC:33209)			
HGNC:33211	VN2R5P	symbol withdrawn, see [HGNC:33209](/data/gene-symbol-report/#!/hgnc_id/HGNC:33209)			
HGNC:33212	VN2R6P	vomeronasal 2 receptor 6 pseudogene			
HGNC:33213	VN2R7P	vomeronasal 2 receptor 7 pseudogene			
HGNC:33214	VN2R8P	symbol withdrawn, see [HGNC:33209](/data/gene-symbol-report/#!/hgnc_id/HGNC:33209)			
HGNC:33215	VN2R9P	vomeronasal 2 receptor 9, pseudogene			
HGNC:33216	VN2R10P	vomeronasal 2 receptor 10, pseudogene			
HGNC:33217	VN2R11P	vomeronasal 2 receptor 11 pseudogene			
HGNC:33218	VN2R12P	vomeronasal 2 receptor 12 pseudogene			
HGNC:33219	VN2R13P	vomeronasal 2 receptor 13 pseudogene			
HGNC:33220	VN2R14P	vomeronasal 2 receptor 14 pseudogene			
HGNC:33221	VN2R15P	vomeronasal 2 receptor 15 pseudogene			
HGNC:33222	VN2R16P	vomeronasal 2 receptor 16 pseudogene			
HGNC:33223	VN2R17P	vomeronasal 2 receptor 17, pseudogene			
HGNC:33224	VN2R18P	vomeronasal 2 receptor 18 pseudogene			
HGNC:33225	VN2R19P	vomeronasal 2 receptor 19, pseudogene			
HGNC:33226	VN2R20P	vomeronasal 2 receptor 20 pseudogene			
HGNC:33938	VN2R21P	vomeronasal 2 receptor 21 pseudogene			
HGNC:12705	VNN1	vanin 1	603570	ENST00000367928.5	NM_004666.3
HGNC:12706	VNN2	vanin 2	603571	ENST00000326499.11	NM_004665.6
HGNC:40611	VNN2-AS1	VNN2 antisense RNA 1			
HGNC:16431	VNN3P	vanin 3, pseudogene	606592		
HGNC:34518	VOPP1	VOPP1 WW domain binding protein	611915	ENST00000285279.10	NM_030796.5
HGNC:55874	VOPP1-DT	VOPP1 divergent transcript			
HGNC:12707	VP	symbol withdrawn, see [HGNC:9280](/data/gene-symbol-report/#!/hgnc_id/HGNC:9280)			
HGNC:12708	VPP1	symbol withdrawn, see [HGNC:865](/data/gene-symbol-report/#!/hgnc_id/HGNC:865)			
HGNC:12709	VPREB1	V-set pre-B cell surrogate light chain 1	605141	ENST00000403807.4	NM_007128.4
HGNC:12710	VPREB3	V-set pre-B cell surrogate light chain 3	605017	ENST00000248948.4	NM_013378.3
